user_id,install_date,city,device_type
1eb7f7a5-2440-427a-8d37-391ddb2c7b6f,2023-09-06 07:53:23,Mumbai,iOS
0de91dc0-1607-4fab-b5a4-93c9f965aad9,2023-10-15 23:45:05,Chennai,Android
32383c22-0daa-477e-90da-eff290b6d252,2023-03-28 16:28:29,Delhi,Android
a2e40d3f-df41-4956-a4ca-826bd0475e7c,2023-02-09 19:19:27,Delhi,iOS
a40d6f1d-eff0-471a-bb65-df43a0240a0a,2023-12-13 11:42:58,Hyderabad,Android
47447ae2-5c98-4f7e-9fd5-ceb8622c842b,2023-08-18 07:47:20,Delhi,iOS
94272640-c4c5-41be-8c08-d42022e69083,2023-01-12 13:43:48,Kolkata,Android
3d2bad4c-4191-4019-b801-2c8ff9b8fcfc,2023-04-01 08:33:24,Delhi,Android
0ba09705-6c10-4828-89fe-98102cb5cca3,2023-01-11 07:19:59,Mumbai,Android
c827f000-cf9b-401e-aa0c-8cba28b2a486,2023-10-06 01:47:11,Bangalore,Android
e7a324d2-1cf3-4e4b-966f-7822de20d9ab,2023-07-31 15:13:21,Hyderabad,Android
1c0517bb-3a57-4fb9-a30f-f5c2f19102d1,2023-06-24 10:55:54,Mumbai,Android
fe579589-5e4e-437f-a09e-c4daba32b813,2023-11-11 08:26:19,Bangalore,Android
8339ed7e-069c-403f-a523-cedc07990149,2023-10-22 16:35:50,Delhi,Android
81b8748c-24d5-4dee-b4d2-4a6216523043,2023-09-29 03:07:50,Hyderabad,Android
566bb1dd-9851-424f-882b-d9e4d9221c90,2023-04-18 21:56:55,Hyderabad,Android
bdcba41f-1993-4cf9-9634-6133eb7f271b,2023-10-24 12:16:51,Delhi,iOS
832d5cd8-80e9-4151-8835-7cf3a0ebd482,2023-02-06 00:27:14,Pune,iOS
63140d55-b51f-4450-9e1e-3d965d0c7026,2023-05-20 09:55:49,Mumbai,Android
6011158b-d4a9-4288-bcaf-9bc25148a40f,2023-08-23 11:08:04,Hyderabad,Android
3041f7b1-3c9d-4e6e-a8fb-520fc9a68b90,2023-01-17 20:59:14,Delhi,Android
55dadbdf-bed2-4054-9219-2bf8ca98252a,2023-07-28 06:00:29,Delhi,iOS
9b0cc5a4-c06e-40c7-8072-afaa5b9eb6e1,2023-12-25 04:24:57,Mumbai,Android
728050a1-0cf7-474f-9ea5-ea5c77ab063a,2023-08-03 09:23:29,Mumbai,Android
84653044-577b-4864-ac9a-602cd4929949,2023-09-02 03:20:51,Bangalore,Android
a0cd4c25-c3a0-45ca-bd85-ce2d85a0933a,2023-12-01 15:41:25,Pune,Android
2da6a0a3-ae53-4138-a22f-50afd0ccc4e9,2023-03-16 16:15:34,Pune,iOS
5fa4e390-ae6a-4ffe-ab2b-762f994ec06f,2023-01-18 19:06:51,Hyderabad,iOS
88beaaaa-60ef-492b-aae5-20bc7d3c554d,2023-10-28 05:31:09,Delhi,Android
92f35794-e5f7-4309-a03c-fd08c9071bdc,2023-01-31 23:42:54,Delhi,Android
58717990-e03a-408f-b3da-aca6f07b7f38,2023-12-03 12:12:47,Mumbai,Android
a5c33a9f-8d71-4ca5-9abf-d97e05260e26,2023-04-18 22:54:06,Kolkata,Android
6162cca3-d853-4a71-8a7a-ed550a2d4c96,2023-11-20 22:28:21,Mumbai,Android
dadae6a3-a313-468c-8168-e7ea54e98bc6,2023-05-24 18:20:12,Delhi,iOS
08dfb7b8-6173-4358-867e-3f6e83aad912,2023-09-18 06:29:07,Delhi,iOS
eda8abf9-bd0b-4bf0-8123-c4d48d7ea817,2023-12-30 18:15:12,Chennai,Android
552ba4b5-866b-40b5-8f9b-c993549d83cd,2023-01-28 17:31:10,Delhi,iOS
5c95f234-573e-49c0-920b-cc023fdf5c3f,2023-03-08 11:07:40,Chennai,Android
f44fe8c3-65a5-4906-bb18-50c8ef93296e,2023-04-06 01:48:11,Chennai,Android
5cacad64-189e-499c-a3b9-85d07aee83f6,2023-05-28 08:46:51,Mumbai,Android
9edda4f8-e5bd-4c5c-8a6f-0feb28e32d7f,2023-12-26 09:16:15,Kolkata,Android
eb52c299-8a1c-4417-aca9-b2a1c6fddc6b,2023-08-05 07:08:52,Mumbai,Android
d83b435c-0e2a-4059-8da8-4e2fe7368a3e,2023-05-06 22:32:02,Mumbai,Android
69ac55d1-ff03-4f29-8435-a34b9c92d50e,2023-10-29 08:50:36,Chennai,Android
14b4f54a-cce6-49b2-bd52-9e7476efc5ae,2023-11-16 03:45:19,Kolkata,Android
09109c43-8d5f-4aed-bd8e-debf758e30d0,2023-05-03 12:14:07,Delhi,Android
1259bf0f-6d17-4e71-9f76-23b122d9cdee,2023-01-26 16:55:21,Chennai,Android
c8ed1b58-97bb-4e3d-94fa-e2da2fd59c0d,2023-08-09 06:30:04,Chennai,Android
18a4a19f-ddcb-4c1c-8376-5b9d38a84f84,2023-05-03 05:00:37,Bangalore,Android
dbb969ab-8997-4ab2-a6bf-b2490d09ca6f,2023-07-13 21:10:21,Delhi,Android
cc5b23a6-d1aa-4959-a95e-536390fb7947,2023-12-22 04:12:04,Delhi,Android
06b8a817-1f6f-4212-a30d-54a8c4b30ab2,2023-02-25 11:39:35,Mumbai,Android
11ca5ebb-47a2-4eee-99e6-d95ff8ae5f4e,2023-04-06 18:44:05,Pune,Android
22eccef4-981d-45a9-82f2-6fcddc4d442d,2023-07-29 07:37:56,Bangalore,Android
e49a2019-179a-487a-a5d0-4f828f7e81a9,2023-08-16 00:44:10,Mumbai,Android
c190a2e4-bcd2-4721-bd2b-c38ed2e168d7,2023-08-15 14:55:15,Mumbai,Android
20d37a72-0a1a-4861-8c4c-5563e16bd466,2023-03-27 04:13:03,Pune,iOS
1e452145-73d5-49d8-a5ec-f4fe7c417a73,2023-02-23 17:20:43,Hyderabad,iOS
a0d128b4-6d07-49c5-b5a2-edd3eb21c033,2023-02-05 07:20:13,Kolkata,Android
976fd46e-b861-40ea-ad7d-060472e8cdeb,2023-12-01 10:03:39,Kolkata,Android
30bef55e-5f6f-49d8-b43b-0d01f02e9b09,2023-09-01 16:13:15,Kolkata,iOS
80743418-5a1f-4121-8e14-5b11a1ad2de0,2023-09-22 06:32:40,Mumbai,Android
7a9daa7e-b98f-450c-a140-8f540bbfa58c,2023-01-25 16:07:16,Mumbai,Android
a660ffec-e6f5-4cb6-b0ff-5d6ccfd3c348,2023-08-20 10:04:57,Kolkata,iOS
f21bb5a1-2457-462e-b126-8054e42d97ed,2023-07-25 11:42:11,Delhi,Android
78059a1e-f964-4741-ae25-ea62f7199428,2023-08-03 20:26:20,Bangalore,Android
9238e730-034e-4b8d-9977-65ae51fa8919,2023-01-05 11:00:39,Delhi,Android
55b08aa8-4edf-4e8a-aec7-4b409e46c69d,2023-02-14 11:41:58,Pune,Android
af5ada10-9a96-474e-8233-4319a824b397,2023-07-28 12:55:34,Bangalore,Android
50c6b804-d3a8-4af5-a830-0195e7e9d5b0,2023-10-26 11:51:33,Mumbai,iOS
e5f52145-93c5-406f-a088-7ce02bf8efd1,2023-02-13 07:44:29,Pune,Android
8807b7d5-caae-467d-9d53-38e9e94c1059,2023-03-03 10:08:13,Bangalore,Android
2bd8c71e-e6bd-44d2-9a93-f2fbc82312e1,2023-10-08 10:23:08,Mumbai,Android
08ef303f-e374-4d6d-bda0-cbd1963123a2,2023-04-13 06:57:49,Hyderabad,Android
e58dc16d-880f-45f9-bcde-b7cc3040bc24,2023-10-23 22:00:08,Delhi,Android
80fde062-6951-4926-9cfd-4ece036732a8,2023-12-21 10:18:28,Pune,Android
f0bd4f31-bef6-40b3-99cd-761ff80c0d3d,2023-08-31 20:13:12,Delhi,Android
88c29b0f-a5eb-40b2-ae46-64df3a39abf0,2023-09-06 03:26:27,Pune,Android
89bca79e-af2f-4cfe-b544-dbb401bb63a0,2023-03-19 05:59:09,Hyderabad,Android
07fd0ce8-62fd-48bb-bb5c-1154c8c106e8,2023-10-24 03:06:56,Mumbai,Android
de995153-7c4f-47f3-9304-8b54170f8d81,2023-10-30 09:19:29,Mumbai,Android
c194fe4e-d64a-4db9-b8ec-2fcca7dab7a7,2023-12-23 16:58:47,Hyderabad,Android
fee02497-5608-4e92-9f7b-de817b768142,2023-05-06 21:21:12,Delhi,iOS
880e9fda-35cf-4f14-84cb-c11fa361bbfd,2023-02-13 10:40:57,Mumbai,Android
e96a1258-61a3-4843-b34c-8132b7332572,2023-12-08 06:16:53,Delhi,Android
0d76778d-2733-48fc-adc3-5690fb4e285d,2023-11-10 07:41:10,Hyderabad,Android
ec3da569-045a-4457-a15e-ddf6e8128867,2023-01-23 11:54:06,Bangalore,Android
4fbb2a7d-cbcf-470c-ab6b-21e2164650f3,2023-08-09 08:08:59,Hyderabad,Android
b8d26472-ea09-47a2-9bd4-fbfc4d45d0e7,2023-02-03 06:20:52,Hyderabad,Android
a6b0ae22-2b1f-41ff-b544-06a266cd7884,2023-11-13 21:53:16,Pune,Android
c02257fb-bbb3-458d-af72-6adaa2b49ce6,2023-10-23 09:19:33,Mumbai,Android
